   0.331948322338894   -0.1001548143
   0.785398163397448   -0.597934392
   1.238848004456003   -0.789328181
   1.902744649133790   -0.984340759
   2.356194490192345   -0.876043281
   2.809644331250899   -1.62730092
   3.473540975928687   -0.752413261
   3.926990816987241   -0.930197998
   4.380440658045796   -0.702750208
   5.044337302723584   -0.886607375
   5.497787143782138   -0.858887228
   5.951236984840692   -0.626643225
   6.615133629518480   -0.805040687
   7.068583470577035   -0.763267376
   7.522033311635589   -0.717888603
   8.185929956313375   -0.491395535
   8.639379797371930   -0.646112962
   9.092829638430485   -0.598661066
   9.756726283108273   -0.568352585
  10.210176124166829   -0.312182413
  10.663625965225384   -0.655643761
  11.327522609903168   -0.4422958897
  11.780972450961723   -0.367590935
  12.234422292020279   -0.413442832
  12.898318936698066   -0.279635275
  13.351768777756622   -0.318356994
  13.805218618815177   -0.160216455
  14.469115263492961   -0.126866046
  14.922565104551516   -0.070793905
  15.376014945610072   -0.189317790
