0.33194832233889	-3.08372
0.78539816339745	-3.11429
1.23884800445600	-3.08577
1.90274464913379	-2.56751
2.35619449019234	-2.59625
2.80964433125089	-2.57063
3.47354097592868	-2.11401
3.92699081698724	-2.1397
4.38044065804579	-2.117
5.04433730272358	-1.75912
5.49778714378213	-1.78173
5.95123698484069	-1.76184
6.61513362951848	-1.48092
7.06858347057703	-1.50056
7.52203331163558	-1.48342
8.18592995631337	-1.25214
8.63937979737193	-1.26889
9.09282963843048	-1.25454
9.75672628310827	-1.0455
10.21017612416680	-1.05936
10.66362596522530	-1.04794
11.32752260990310	-0.832923
11.78097245096170	-0.843772
12.23442229202020	-0.835513
12.89831893669800	-0.591748
13.35176877775660	-0.59937
13.80521861881510	-0.594414
14.46911526349290	-0.371637
14.92256510455150	-0.375868
15.37601494561000	-0.372949
